los_group,test_acc,test_f1,test_precision,test_recall,train_acc,train_f1,train_precision,train_recall
95-percentile,0.9507261410788381,0.0,0.0,0.0,0.9987216540684749,0.9853035143769967,0.9974126778783958,0.9734848484848485
