los_group,test_acc,test_f1,test_precision,test_recall,train_acc,train_f1,train_precision,train_recall
30-percentile,0.4596732365145228,0.43869919945422536,0.4541402474447252,0.4596732365145228,0.9084037349933304,0.9082238567436425,0.9109285154893,0.9084037349933304
