los_group,test_acc,test_f1,test_precision,test_recall,train_acc,train_f1,train_precision,train_recall
10-percentile,0.2704875518672199,0.22668081803325316,0.21917029469744773,0.2704875518672199,0.8657180969319698,0.863974576741485,0.8664522372027753,0.8657180969319698
