los_group,test_acc,test_f1,test_precision,test_recall,train_acc,train_f1,train_precision,train_recall
90-percentile,0.8048495850622407,0.7457651521880592,0.757695916077439,0.8048495850622407,0.9632614495331259,0.9620305050973662,0.9635917289349878,0.9632614495331259
