avg_loss,epoch,los_group,pretrained_path,test_acc,test_ami,test_ari,test_mi,test_mmi,test_v_measure,train_acc,train_ami,train_ari,train_mi,train_mmi,train_v_measure
2.2364610006,1,10-percentile,,0.199181446112,0.0916383746549,0.0654762063136,0.222303416573,0.120002877978,0.116572152895,0.187058303887,0.0522609161971,0.043181283819,0.126723177849,0.0644434693705,0.0633993337883
2.06312763519,2,10-percentile,,0.18809686221,0.0888815609206,0.0474459329799,0.217746295007,0.100140616417,0.0998065793642,0.256183745583,0.114121758428,0.082684660058,0.272296902277,0.124950904332,0.124567041043
1.830171774,3,10-percentile,,0.18758526603,0.087936613831,0.0556705564705,0.215352248509,0.0952559810742,0.0951686372345,0.376104240283,0.188873848682,0.139185172188,0.448200379674,0.195067404081,0.195003688723
1.54587228782,4,10-percentile,,0.178547066849,0.0796072874068,0.0477628491636,0.195748777472,0.0843963266654,0.0843837873637,0.519876325088,0.299698209719,0.248936303652,0.709020784474,0.304350922229,0.30432989826
2.2420732531871637,1,10-percentile,../models/skipgram_ce_nm_ws_60_dim_100_epoch_1.vec,0.2062317094164228,0.07770238388240772,0.05548425419830383,0.1893834190015772,0.11036037855829123,0.1050587291789553,0.18190483173253172,0.044408245428798704,0.03322608767536289,0.10836417726639745,0.05411277318410103,0.05339527767423697
2.164251353263645,2,10-percentile,../models/skipgram_ce_nm_ws_60_dim_100_epoch_1.vec,0.20416594938887933,0.08666180766651697,0.06115032641541441,0.21141988031778022,0.103417202002361,0.10239307541785884,0.20595351565364028,0.07048760952913756,0.04957539131122431,0.16977596501219103,0.08371504234700593,0.08276815857120402
2.1110339249078023,3,10-percentile,../models/skipgram_ce_nm_ws_60_dim_100_epoch_1.vec,0.2046823893957652,0.08354391706511312,0.060022802664523416,0.20441120136876345,0.09667746979922225,0.09612010303213991,0.22611628418505755,0.0846125669407231,0.05647637224489303,0.20301390162294897,0.09800117357798607,0.09718030120225743
2.076105782923456,4,10-percentile,../models/skipgram_ce_nm_ws_60_dim_100_epoch_1.vec,0.20278877603718368,0.0875639581318964,0.05148831474695993,0.2142671407640099,0.10135955403531173,0.10077298923760493,0.23799398782901973,0.09313224024450131,0.060293269074461454,0.22303800820207695,0.10485036402750683,0.10429264535683119
2.2417968921153038,1,10-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.19762437596832502,0.06051343287528694,0.04504968602931429,0.14853664268947842,0.08784052752357795,0.08323665934537193,0.18080504435809078,0.045951031619465434,0.03420887415978041,0.11200446631552326,0.056208073458718505,0.055417603460319396
2.1807692015972537,2,10-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.21346186951282492,0.08524643628076378,0.06383077256961983,0.20783165119677816,0.10354627001309497,0.10224001857451745,0.2031673876383899,0.06813417676682104,0.04866115676510409,0.16428729427647296,0.08099200453271474,0.08007838341733492
2.137109063084467,3,10-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.21604406954725425,0.08337545656153945,0.07021379302957455,0.2031853449357452,0.10330170478036876,0.10165183038911288,0.21335875064154264,0.07962132923548729,0.051992299867604064,0.1912645826084774,0.09284886077741548,0.09200302914390023
2.0960729692566384,4,10-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.20915820278877603,0.08038085064016534,0.0678606929447074,0.1975143776645712,0.09595880403271582,0.09509734363592992,0.22875577388371582,0.09086442743681339,0.06000762963653683,0.2177151804254075,0.10419393609810017,0.10343274197395075
2.052938030206857,5,10-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.2062317094164228,0.08387911282879391,0.058428955328000715,0.2056963412225252,0.09875750752175556,0.09801922798824758,0.2415866265855268,0.10184081408325366,0.06525229674963491,0.24355109576397563,0.11311064669927742,0.11264167509167625
2.0011096872584333,6,10-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.19986228266483044,0.07539636109037266,0.05439322226312249,0.1856086072299552,0.0848905094601425,0.08465789393914093,0.2572036073025882,0.1150928751451201,0.07328511281317916,0.274749985291154,0.12441499225803768,0.12414498990568423
2.250355686651261,1,10-percentile,../models/skipgram_ce_nm_ws_180_dim_100_epoch_1.vec,0.20640385608538475,0.0768346744648104,0.056375947108096555,0.18774497686052835,0.10928522531088533,0.1040702457412454,0.18263802331549234,0.04478458535606926,0.033378870407883586,0.10925149827085882,0.05457864793007273,0.05385132149423706
2.1743620169181104,2,10-percentile,../models/skipgram_ce_nm_ws_180_dim_100_epoch_1.vec,0.20399380271991738,0.07614118352989852,0.06276547158846336,0.18577152565081378,0.09632055112560327,0.09443399570536375,0.20463377080431117,0.07099108061978932,0.04905399137708866,0.1709726489450474,0.0846508247564338,0.0836413205588266
2.1307253628036165,3,10-percentile,../models/skipgram_ce_nm_ws_180_dim_100_epoch_1.vec,0.20846961611292822,0.09132834649340796,0.06666624534337796,0.22287885744783537,0.10853889071147851,0.10753008270644791,0.21409194222450326,0.0795323679252044,0.05455457586917002,0.1910236345529362,0.09099047525264868,0.09037608192769526
2.0873274956641725,4,10-percentile,../models/skipgram_ce_nm_ws_180_dim_100_epoch_1.vec,0.19469788259597176,0.08885751402966353,0.061426446006995525,0.21738170214881752,0.10104926635402148,0.1006382671529238,0.23124862526578194,0.0921296711391505,0.06192800144004287,0.22068563402180028,0.1029306006430841,0.10246304417914821
