avg_loss,epoch,los_group,pretrained_path,test_acc,test_ami,test_ari,test_mi,test_mmi,test_v_measure,train_acc,train_ami,train_ari,train_mi,train_mmi,train_v_measure
0.8269091732289244,1,90-percentile,,0.8562575314167671,9.535675349569538e-15,0.0,1.6375789613221059e-15,1.637578961322106e-05,6.456112980438503e-15,0.870371728132561,0.00013068405953127878,0.00024718025476190076,0.0001679485603973403,0.0038098622645942235,0.000705963472753538
0.7859666470305225,2,90-percentile,,0.8562575314167671,9.535675349569538e-15,0.0,1.6375789613221059e-15,1.637578961322106e-05,6.456112980438503e-15,0.8706650047657453,3.4718031150428197e-15,0.0,1.6375789613221059e-15,1.637578961322106e-05,6.943606230085615e-15
0.6670845628802977,3,90-percentile,,0.8603890514718541,0.028429826172291704,0.08233364071438552,0.01468084839615454,0.07380214709726118,0.050165451016380674,0.8735244519392917,0.02040705090023364,0.06408995959471202,0.009699245577070338,0.06145286408962829,0.03698521577526244
0.39852713474330426,4,90-percentile,,0.8438629712515063,0.05124541018570153,0.14751593747801625,0.026331184751801406,0.07245498579327168,0.06860322231914774,0.9187623726079625,0.32344340922757053,0.5552051243001459,0.15266139460231717,0.3774814058393722,0.3730579416296914
0.23458007513052104,5,90-percentile,,0.833362024444827,0.02650037041973276,0.08128110252656946,0.01378610552434875,0.038955437624747874,0.0365594034879542,0.9527824620573356,0.5702856904109289,0.7630416032689771,0.269055412305339,0.5967283669908238,0.5961222877580439
0.16753354802234963,6,90-percentile,,0.8156309175417455,0.05942878234409424,0.12606620864782872,0.03047817318619374,0.06992562098521377,0.06912804479410506,0.966126548867219,0.6809995089770192,0.8312891033260287,0.3212605635898155,0.691851478855849,0.6917666151351051
0.4419781320150476,1,90-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.8562575314167671,9.535675349569538e-15,0.0,1.6375789613221059e-15,1.637578961322106e-05,6.456112980438503e-15,0.870371728132561,0.00020577889755567198,0.0019719326981659587,0.00021724606593518487,0.004329062562855641,0.0009108491017946465
0.4087311558311256,2,90-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.856429678085729,0.0007849461111998202,0.0032168439579401352,0.0005320988494157378,0.011230643979550968,0.0020796458266610107,0.8697118557078964,0.0011278176218031926,0.005568726096834115,0.0006149563096307991,0.00686901649960938,0.0025168470412533332
0.40269209701543035,3,90-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.8562575314167671,9.535675349569538e-15,0.0,1.6375789613221059e-15,1.637578961322106e-05,6.456112980438503e-15,0.8681721533836791,0.004492199815496912,0.022742559414506133,0.002239494927442005,0.015052048772134731,0.008636513377370689
0.39233592969187675,4,90-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.8553967980719573,0.0017572680801843745,0.008575703151712967,0.001090823780639098,0.010329472563200402,0.004121924481892271,0.8694918982330083,0.0087805563513097,0.03527910328828018,0.004276657162095092,0.027297370005991563,0.01633192027898276
0.37752840660806886,5,90-percentile,../models/skipgram_ce_nm_ws_360_dim_100_epoch_1.vec,0.8517817180237562,0.017058363693518746,0.057916603991809895,0.009024020689781006,0.03784556650566531,0.029139320407369745,0.871398196348706,0.030383769680193178,0.10097870367259822,0.014485637437262307,0.06428316672501512,0.05000785295864833
